StockCode,Description,CompletedRevenue,TotalQuantitySold,TotalInvoices,TotalCustomers,AverageInvoiceValue
22770,MIRROR CORNICE,1223.25,83,55,44,22.24
22912,YELLOW COAT RACK PARIS FASHION,1222.74,270,90,74,13.59
21577,SAVE THE PLANET COTTON TOTE BAG,1221.75,543,115,93,10.62
23221,REINDEER HEART DECORATION SILVER,1221.67,1437,109,84,11.21
22609,PENS ASSORTED SPACEBALL,1219.88,5636,118,89,10.34
22472,TV DINNER TRAY DOLLY GIRL,1219.22,290,79,58,15.43
22576,SWALLOW WOODEN CHRISTMAS DECORATION,1218.63,1419,125,102,9.75
21422,PORCELAIN ROSE SMALL,1218.36,1560,46,32,26.49
21620,SET OF 4 ROSE BOTANICAL CANDLES,1211.25,811,124,97,9.77
22200,FRYING PAN PINK POLKADOT,1209.54,326,76,51,15.92
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,1207.8,244,82,59,14.73
22208,WOOD STAMP SET THANK YOU,1204.34,1265,197,147,6.11
22028,PENNY FARTHING BIRTHDAY CARD,1203.49,2915,185,124,6.51
23536,WALL ART VILLAGE SHOW ,1201.61,227,56,53,21.46
22299,PIG KEYRING WITH LIGHT & SOUND ,1201.34,1292,41,37,29.3
22922,FRIDGE MAGNETS US DINER ASSORTED,1200.9,1452,85,71,14.13
22443,GROW YOUR OWN HERBS SET OF 3,1200.45,151,79,60,15.2
23444,Next Day Carriage,1200.0,79,79,63,15.19
22929,SCHOOL DESK AND CHAIR ,1199.75,19,13,13,92.29
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,1198.5,94,48,36,24.97
22449,SILK PURSE BABUSHKA PINK,1197.58,359,86,64,13.93
22917,HERB MARKER ROSEMARY,1195.7,1858,190,132,6.29
21615,4 LAVENDER BOTANICAL DINNER CANDLES,1195.0,840,100,86,11.95
22939,APRON APPLE DELIGHT,1192.6,248,60,51,19.88
21864,UNION JACK FLAG PASSPORT COVER ,1192.44,610,96,65,12.42
23138,SINGLE WIRE HOOK IVORY HEART,1191.75,863,74,60,16.1
21624,VINTAGE UNION JACK DOORSTOP,1190.8,204,82,72,14.52
22293,HANGING CHICK GREEN DECORATION,1190.45,821,82,63,14.52
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1190.0,1212,94,78,12.66
21813,GARLAND WITH STARS AND BELLS,1187.1,250,40,38,29.68
23366,SET 12 COLOURING PENCILS DOILY,1179.7,1874,137,112,8.61
23598,PAPER BUNTING VINTAGE PARTY,1177.95,421,42,40,28.05
22442,GROW YOUR OWN FLOWERS SET OF 3,1177.8,292,74,68,15.92
21902,"KEY FOB , FRONT  DOOR ",1176.73,1915,161,114,7.31
51014C,"FEATHER PEN,COAL BLACK",1175.58,2450,109,70,10.79
22711,WRAP CIRCUS PARADE,1171.34,2827,99,88,11.83
22168,ORGANISER WOOD ANTIQUE WHITE ,1171.3,139,75,69,15.62
22916,HERB MARKER THYME,1170.35,1819,186,130,6.29
20984,12 PENCILS TALL TUBE POSY,1169.01,3809,167,135,7.0
21382,SET/4 SPRING FLOWER DECORATION,1164.35,1045,93,64,12.52
22439,6 ROCKET BALLOONS ,1161.2,1744,155,115,7.49
22318,FIVE HEART HANGING DECORATION,1161.0,396,89,67,13.04
20985,HEART CALCULATOR,1160.88,1017,87,65,13.34
22575,METAL MERRY CHRISTMAS WREATH,1160.1,622,76,61,15.26
22664,TOY TIDY DOLLY GIRL DESIGN,1157.18,632,101,62,11.46
21123,SET/10 IVORY POLKADOT PARTY CANDLES,1155.81,927,95,65,12.17
22613,PACK OF 20 SPACEBOY NAPKINS,1150.38,1488,114,82,10.09
21742,LARGE ROUND WICKER PLATTER ,1148.35,193,89,75,12.9
84813,SET OF 4 DIAMOND NAPKIN RINGS,1146.97,145,22,20,52.14
21211,SET OF 72 SKULL PAPER  DOILIES,1144.8,816,66,58,17.35
21901,"KEY FOB , BACK DOOR ",1142.86,1746,234,143,4.88
21913,VINTAGE SEASIDE JIGSAW PUZZLES,1142.53,305,89,72,12.84
21439,BASKET OF TOADSTOOLS,1142.5,914,76,50,15.03
37342,POLKADOT COFFEE CUP & SAUCER PINK,1142.29,1435,63,50,18.13
21899,"KEY FOB , GARAGE DESIGN",1141.92,1872,103,89,11.09
23067,HANGING ENGRAVED METAL HEART,1141.25,275,70,62,16.3
22071,SMALL WHITE RETROSPOT MUG IN BOX ,1140.79,431,70,64,16.3
10133,COLOURING PENCILS BROWN TUBE,1139.41,2374,121,100,9.42
22708,WRAP DOLLY GIRL,1139.0,2750,98,78,11.62
23405,HOME SWEET HOME 2 DRAWER CABINET,1137.95,237,57,54,19.96
23142,IVORY WIRE KITCHEN ORGANISER,1137.65,116,36,34,31.6
22650,CERAMIC PIRATE CHEST MONEY BANK,1136.0,800,106,78,10.72
23559,WOODLAND BUNNIES LOLLY MAKERS,1135.52,566,75,69,15.14
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,1134.58,229,68,53,16.68
85159B,"WHITE TEA,COFFEE,SUGAR JARS",1134.5,622,59,45,19.23
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1133.56,2697,220,140,5.15
21012,ANTIQUE ALL GLASS CANDLESTICK,1133.3,567,80,66,14.17
22977,DOLLY GIRL CHILDRENS EGG CUP,1132.46,905,111,98,10.2
21986,PACK OF 12 PINK POLKADOT TISSUES,1129.79,3985,155,118,7.29
23507,MINI PLAYING CARDS BUFFALO BILL ,1129.02,2841,101,91,11.18
21744,SNOWFLAKE PORTABLE TABLE LIGHT ,1128.09,367,80,66,14.1
21361,LOVE LARGE WOOD LETTERS ,1127.85,91,54,42,20.89
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,1127.2,544,81,56,13.92
22944,CHRISTMAS METAL POSTCARD WITH BELLS,1125.94,2704,57,50,19.75
23392,SPACEBOY ROCKET LOLLY MAKERS,1125.76,568,77,69,14.62
23061,VINTAGE EMBOSSED HEART,1124.96,904,84,72,13.39
22918,HERB MARKER PARSLEY,1122.4,1776,187,130,6.0
22060,LARGE CAKE STAND HANGING HEARTS,1118.95,233,34,31,32.91
21352,EUCALYPTUS & PINECONE  WREATH,1118.65,311,37,35,30.23
21175,GIN AND TONIC DIET METAL SIGN,1118.46,474,37,34,30.23
23431,NATURAL HANGING QUILTED HEARTS ,1117.28,1432,67,63,16.68
23506,MINI PLAYING CARDS SPACEBOY ,1116.36,2718,127,114,8.79
15039,SANDALWOOD FAN,1116.15,1539,69,58,16.18
85227,SET OF 6 3D KIT CARDS FOR KIDS,1107.08,1322,147,115,7.53
22754,SMALL RED BABUSHKA NOTEBOOK ,1106.44,1802,194,120,5.7
22735,RIBBON REEL SOCKS AND MITTENS,1106.13,673,86,73,12.86
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,1104.89,757,76,51,14.54
15058A,BLUE POLKADOT GARDEN PARASOL,1104.6,148,51,40,21.66
22416,SET OF 36 DOILIES SPACEBOY DESIGN ,1102.4,800,56,47,19.69
22334,DINOSAUR PARTY BAG + STICKER SET,1101.44,684,91,77,12.1
22320,BIRDS MOBILE VINTAGE DESIGN,1100.21,183,69,56,15.95
22471,TV DINNER TRAY AIR HOSTESS ,1097.68,360,64,53,17.15
22915,ASSORTED BOTTLE TOP  MAGNETS ,1096.8,2910,131,109,8.37
21395,BLUE POLKADOT BEAKER ,1096.68,2812,78,63,14.06
21616,4 PEAR BOTANICAL DINNER CANDLES,1093.75,755,104,84,10.52
47480,HANGING PHOTO CLIP ROPE LADDER,1092.88,692,52,29,21.02
22603,CHRISTMAS RETROSPOT TREE WOOD,1089.83,1295,125,111,8.72
82578,KITCHEN METAL SIGN,1088.56,1956,220,142,4.95
21830,ASSORTED CREEPY CRAWLIES,1083.55,2575,87,63,12.45
23539,WALL ART LOVES' SECRET ,1082.11,229,33,31,32.79
22677,FRENCH BLUE METAL DOOR SIGN 2,1080.01,864,112,59,9.64
22452,MEASURING TAPE BABUSHKA PINK,1077.1,382,65,53,16.57
21700,BIG DOUGHNUT FRIDGE MAGNETS,1076.1,1266,85,58,12.66
23269,SET OF 2 CERAMIC CHRISTMAS TREES,1075.55,755,76,63,14.15
23515,EMBROIDERED RIBBON REEL DAISY ,1075.38,558,59,58,18.23
22073,RED RETROSPOT STORAGE JAR,1074.6,300,45,38,23.88
22984,CARD GINGHAM ROSE ,1073.74,2678,140,91,7.67
22919,HERB MARKER MINT,1072.85,1669,191,132,5.62
22494,EMERGENCY FIRST AID TIN ,1071.39,865,117,78,9.16
23225,CHERUB HEART DECORATION SILVER ,1070.51,1273,68,45,15.74
23418,LAVENDER TOILETTE BOTTLE,1068.96,534,60,55,17.82
23375,50'S CHRISTMAS PAPER GIFT BAG,1068.14,1327,88,85,12.14
22804,PINK HANGING HEART T-LIGHT HOLDER,1068.13,663,65,50,16.43
23513,EMBROIDERED RIBBON REEL SUSIE ,1060.48,550,61,58,17.38
22167, OVAL WALL MIRROR DIAMANTE ,1059.95,121,58,41,18.28
21070,VINTAGE BILLBOARD MUG ,1059.79,1033,77,51,13.76
22921,HERB MARKER CHIVES ,1059.2,1648,166,116,6.38
84884A,ANT WHITE WIRE HEART SPIRAL,1056.91,281,63,51,16.78
21818,GLITTER HEART DECORATION,1056.73,2435,129,104,8.19
21693,SMALL HAMMERED SILVER CANDLEPOT ,1056.1,358,43,40,24.56
22375,AIRLINE BAG VINTAGE JET SET BROWN,1056.05,253,96,67,11.0
23529,DOLLY GIRL WALL ART,1055.94,318,11,10,95.99
22802,FAUX FUR CHOCOLATE THROW,1055.7,66,34,30,31.05
21819,GLITTER CHRISTMAS STAR ,1054.63,2465,118,95,8.94
16016,LARGE CHINESE STYLE SCISSOR,1053.45,1273,65,41,16.21
23369,SET 36 COLOUR PENCILS LOVE LONDON,1053.29,901,95,80,11.09
23511,EMBROIDERED RIBBON REEL EMILY ,1050.58,526,85,83,12.36
22572,ROCKING HORSE GREEN CHRISTMAS ,1050.29,1265,126,114,8.34
22539,MINI JIGSAW DOLLY GIRL,1049.99,2823,84,73,12.5
23432,PRETTY HANGING QUILTED HEARTS,1046.86,1274,70,65,14.96
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,1045.34,386,32,30,32.67
22997,TRAVEL CARD WALLET UNION JACK,1039.32,2478,178,98,5.84
85132B,CHARLIE AND LOLA TABLE TINS,1038.4,512,59,44,17.6
21812,GARLAND WITH HEARTS AND BELLS,1037.1,218,42,36,24.69
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,1036.95,1275,74,64,14.01
22066,LOVE HEART TRINKET POT,1035.38,2248,131,99,7.9
84968E,SET OF 16 VINTAGE BLACK CUTLERY,1035.06,87,22,15,47.05
21363,HOME SMALL WOOD LETTERS,1034.55,209,90,67,11.5
21464,DISCO BALL ROTATOR BATTERY OPERATED,1034.0,244,102,57,10.14
23231,WRAP  VINTAGE DOILY ,1029.0,2450,93,80,11.06
23516,EMBROIDERED RIBBON REEL SOPHIE  ,1028.76,292,40,39,25.72
23542,70'S ALPHABET WALL ART,1026.6,148,14,13,73.33
21071,VINTAGE BILLBOARD DRINK ME MUG,1025.98,849,107,72,9.59
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1024.41,419,103,78,9.95
21179,NO JUNK MAIL METAL SIGN,1021.23,1785,166,122,6.15
22611,VINTAGE UNION JACK SHOPPING BAG,1016.85,219,40,36,25.42
23411, TRELLIS COAT RACK,1016.55,217,46,42,22.1
84944,SET OF 6 KASHMIR FOLKART BAUBLES,1016.4,564,71,62,14.32
23544,WALL ART MID CENTURY MODERN ,1015.78,164,20,17,50.79
23508,MINI PLAYING CARDS DOLLY GIRL ,1014.72,2476,106,95,9.57
22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1012.78,1577,193,110,5.25
22153,ANGEL DECORATION STARS ON DRESS,1012.62,2459,86,61,11.77
21820,GLITTER HEART GARLAND WITH BELLS ,1012.34,273,57,48,17.76
23327,HANGING CLEAR MINI BOTTLE,1012.02,1710,34,33,29.77
82567,"AIRLINE LOUNGE,METAL SIGN",1011.41,497,149,86,6.79
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,1011.16,809,95,73,10.64
22474,SPACEBOY TV DINNER TRAY,1009.04,244,83,70,12.16
23460,SWEETHEART WALL TIDY ,1007.08,108,43,41,23.42
23102,SILVER HEARTS TABLE DECORATION,1006.95,1245,139,128,7.24
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,1006.52,652,75,66,13.42
21984,PACK OF 12 PINK PAISLEY TISSUES ,1003.95,3309,157,123,6.39
23433,HANGING QUILTED PATCHWORK APPLES,1003.17,1215,82,76,12.23
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1000.64,1699,143,107,7.0
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,1000.14,2642,113,104,8.85
23347,I LOVE LONDON BEAKER,999.75,827,70,51,14.28
20665,RED RETROSPOT PURSE ,998.2,340,73,58,13.67
23087,ZINC  HEART T-LIGHT HOLDER,997.18,830,49,43,20.35
23131,MISELTOE HEART WREATH CREAM,996.0,240,1,1,996.0
21809,CHRISTMAS HANGING TREE WITH BELL,995.3,1859,85,72,11.71
23026,DRAWER KNOB VINTAGE GLASS STAR,994.09,492,52,42,19.12
23365,SET 12 COLOUR PENCILS LOVE LONDON,992.75,1531,128,107,7.76
23452,HEART MINI PORTRAIT FRAME,990.9,510,81,69,12.23
22362,GLASS JAR PEACOCK BATH SALTS,987.23,349,81,62,12.19
22608,PENS ASSORTED FUNKY JEWELED ,984.73,4933,84,63,11.72
21466,RED FLOWER CROCHET FOOD COVER,982.49,267,91,71,10.8
22686,FRENCH BLUE METAL DOOR SIGN No,982.2,847,72,39,13.64
22203,MILK PAN RED RETROSPOT,981.13,306,90,74,10.9
21329,DINOSAURS  WRITING SET ,980.05,589,168,120,5.83
22081,RIBBON REEL FLORA + FAUNA ,978.37,585,88,73,11.12
22924,FRIDGE MAGNETS LA VIE EN ROSE,973.5,1182,73,63,13.34
22152,PLACE SETTING WHITE STAR,967.55,2351,93,70,10.4
85132A,CHARLIE + LOLA BISCUITS TINS,967.25,455,51,38,18.97
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",966.11,1199,56,44,17.25
21508,VINTAGE KID DOLLY CARD ,966.07,2381,144,107,6.71
21407,BROWN CHECK CAT DOORSTOP ,965.0,233,94,79,10.27
22221,CAKE STAND LOVEBIRD 2 TIER PINK,964.4,124,44,37,21.92
22242,5 HOOK HANGER MAGIC TOADSTOOL,964.35,631,27,23,35.72
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,963.75,257,75,63,12.85
22459,CAST IRON HOOK GARDEN TROWEL,962.73,375,15,12,64.18
23281,FOLDING BUTTERFLY MIRROR RED  ,961.28,1252,89,56,10.8
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,960.42,2465,87,81,11.04
82001S,SILVER RECORD COVER FRAME,955.86,272,19,13,50.31
22614,PACK OF 12 SPACEBOY TISSUES,954.33,2933,169,131,5.65
22107,PIZZA PLATE IN BOX,952.48,289,68,44,14.01
23033,DRAWER KNOB CERAMIC RED,952.45,685,59,42,16.14
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,951.3,78,30,25,31.71
22757,LARGE RED BABUSHKA NOTEBOOK ,950.46,1009,113,81,8.41
79302M,"ART LIGHTS,FUNK MONKEY",950.45,355,47,26,20.22
23088,ZINC HEART FLOWER T-LIGHT HOLDER,947.18,760,57,52,16.62
22673,FRENCH GARDEN SIGN BLUE METAL,945.58,760,109,85,8.68
22857,ASSORTED EASTER GIFT TAGS,945.16,1156,58,56,16.3
22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,942.02,1122,127,85,7.42
22589,CARDHOLDER GINGHAM STAR,940.49,323,57,46,16.5
23518,EMBROIDERED RIBBON REEL RACHEL ,940.48,352,40,39,23.51
84819,DANISH ROSE ROUND SEWING BOX,939.04,808,61,56,15.39
84459B,YELLOW METAL CHICKEN HEART ,938.12,676,60,54,15.64
23402,HOME SWEET HOME 3 PEG HANGER ,937.92,256,51,44,18.39
21788,KIDS RAIN MAC BLUE,936.93,1203,66,59,14.2
23525,WALL ART BUFFALO BILL ,936.42,322,29,24,32.29
23533,WALL ART GARDEN HAVEN ,936.34,210,31,27,30.2
21447,12 IVORY ROSE PEG PLACE SETTINGS,936.25,749,91,56,10.29
22995,TRAVEL CARD WALLET SUKI,936.24,2236,183,90,5.12
85199S,SMALL HANGING IVORY/RED WOOD BIRD,935.99,2210,156,100,6.0
22860,EASTER TIN CHICKS PINK DAISY,935.55,567,85,82,11.01
22444,GROW YOUR OWN PLANT IN A CAN ,935.51,763,33,29,28.35
22453,MEASURING TAPE BABUSHKA BLUE,934.0,328,45,38,20.76
22986,WRAP GINGHAM ROSE ,933.42,2251,81,68,11.52
22094,RED RETROSPOT TISSUE BOX,933.24,2087,145,117,6.44
23331,DECORATIVE WICKER HEART SMALL,932.28,1492,81,67,11.51
21688,SILVER PLATE CANDLE BOWL SMALL,932.2,316,39,36,23.9
21717,EASTER TIN BUCKET,931.95,405,38,34,24.52
21043,APRON MODERN VINTAGE COTTON,931.85,443,57,52,16.35
21355,TOAST ITS - I LOVE YOU ,931.65,753,105,93,8.87
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,931.4,1024,93,74,10.02
22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,931.08,220,100,81,9.31
10125,MINI FUNKY DESIGN TAPES,930.3,1226,61,49,15.25
22024,RAINY LADIES BIRTHDAY CARD,928.99,2304,129,90,7.2
22678,FRENCH BLUE METAL DOOR SIGN 3,928.68,741,101,59,9.19
22338,STAR DECORATION PAINTED ZINC ,925.71,4179,116,94,7.98
23153,ZINC SWEETHEART WIRE LETTER RACK,923.63,248,78,67,11.84
23512,EMBROIDERED RIBBON REEL ROSIE,923.54,485,49,46,18.85
22597,MUSICAL ZINC HEART DECORATION ,923.53,2475,112,89,8.25
22091,EMPIRE TISSUE BOX,922.79,1945,130,97,7.1
23566,EGG CUP MILKMAID HEIDI,922.02,786,46,44,20.04
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,921.39,453,96,62,9.6
22680,FRENCH BLUE METAL DOOR SIGN 5,919.97,735,99,61,9.29
21469,POLKA DOT RAFFIA FOOD COVER,918.71,244,70,57,13.12
22046,TEA PARTY  WRAPPING PAPER ,918.5,2225,74,61,12.41
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,918.06,530,9,9,102.01
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,916.13,730,59,51,15.53
22540,MINI JIGSAW CIRCUS PARADE ,915.36,2450,64,50,14.3
22315,200 RED + WHITE BENDY STRAWS,914.77,761,119,90,7.69
84313C,ORANGE TV TRAY TABLE ,908.15,461,24,17,37.84
84459A,PINK METAL CHICKEN HEART ,907.63,671,53,50,17.13
21224,SET/4 SKULL BADGES,906.2,728,80,57,11.33
22155,STAR DECORATION RUSTIC,905.1,2155,84,66,10.78
22223,CAKE PLATE LOVEBIRD PINK,902.85,315,42,34,21.5
23510,MINI PLAYING CARDS GYMKHANA,902.16,2298,95,90,9.5
23527,ANIMALS AND NATURE WALL ART,901.47,261,16,15,56.34
22808,SET OF 6 T-LIGHTS EASTER CHICKS,899.8,320,54,51,16.66
22098,BOUDOIR SQUARE TISSUE BOX,897.68,1921,142,97,6.32
23419,HOME SWEET HOME BOTTLE ,897.12,438,61,56,14.71
22939,ADULT APRON APPLE DELIGHT,896.88,180,40,32,22.42
23514,EMBROIDERED RIBBON REEL SALLY ,896.66,452,61,56,14.7
23529,WALL ART DOLLY GIRL ,896.37,311,19,18,47.18
15058C,ICE CREAM DESIGN GARDEN PARASOL,894.35,193,30,26,29.81
85114A,BLACK ENCHANTED FOREST PLACEMAT,893.25,585,42,20,21.27
21198,WHITE HEART CONFETTI IN TUBE,891.96,940,49,47,18.2
21679,SKULLS  STICKERS,891.22,1054,87,67,10.24
84823,DANISH ROSE FOLDING CHAIR,890.4,112,25,25,35.62
21327,SKULLS WRITING SET ,887.7,538,145,99,6.12
23528,SPACEBOY WALL ART,885.9,306,13,12,68.15
51014L,"FEATHER PEN,LIGHT PINK",885.66,1852,103,71,8.6
22994,TRAVEL CARD WALLET RETROSPOT,883.5,2107,160,89,5.52
21682,LARGE MEDINA STAMPED METAL BOWL ,881.16,177,50,42,17.62
82599,FANNY'S REST STOPMETAL SIGN,879.18,421,85,67,10.34
23540,WALL ART THE MAGIC FOREST ,876.64,144,9,8,97.4
17091J,VANILLA INCENSE IN TIN,876.34,2066,87,66,10.07
21683,MEDIUM MEDINA STAMPED METAL BOWL ,876.15,297,48,39,18.25
23107,WHITE HEARTS WIRE PLANT POT HOLDER,873.56,324,59,58,14.81
16237,SLEEPING CAT ERASERS,873.48,4538,161,108,5.43
23041,PAPER LANTERN 9 POINT SNOW STAR,871.5,210,41,40,21.26
15058B,PINK POLKADOT GARDEN PARASOL,866.25,115,41,32,21.13
85064,CREAM SWEETHEART LETTER RACK,866.05,205,23,20,37.65
23545,WRAP RED VINTAGE DOILY,866.0,2100,68,63,12.74
15044B,BLUE PAPER PARASOL ,865.65,307,48,36,18.03
21389,IVORY HANGING DECORATION  BIRD,865.3,1018,94,81,9.21
84558A,3D DOG PICTURE PLAYING CARDS,864.35,293,60,49,14.41
84843,WHITE SOAP RACK WITH 2 BOTTLES,864.35,161,41,36,21.08
23517,EMBROIDERED RIBBON REEL REBECCA ,860.88,312,51,50,16.88
47504H,ENGLISH ROSE SPIRIT LEVEL ,860.88,948,92,68,9.36
21462,"NURSERY A,B,C PAINTED LETTERS",859.2,192,67,57,12.82
21507,"ELEPHANT, BIRTHDAY CARD, ",859.08,2114,126,95,6.82
21354,TOAST ITS - BEST MUM,858.45,729,67,54,12.81
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,856.25,491,46,42,18.61
21391,FRENCH LAVENDER SCENT HEART,855.45,975,75,69,11.41
21557,SET OF 6 FUNKY BEAKERS,854.04,300,51,26,16.75
23532,WALL ART WORK REST AND PLAY  ,853.47,205,26,23,32.83
20886,BOX OF 9 PEBBLE CANDLES,853.35,453,77,56,11.08
22161,HEART DECORATION RUSTIC HANGING ,852.77,4119,152,117,5.61
21617,4 LILY  BOTANICAL DINNER CANDLES,851.75,473,76,62,11.21
23002,TRAVEL CARD WALLET SKULLS,851.16,2030,138,84,6.17
22695,WICKER WREATH SMALL,850.87,695,96,82,8.86
21246,RED RETROSPOT BIG BOWL,849.45,175,39,33,21.78
21058,PARTY INVITES WOODLAND,845.57,1037,86,67,9.83
85180A,RED HEARTS LIGHT CHAIN ,844.34,434,37,32,22.82
85034A,3 GARDENIA MORRIS BOXED CANDLES,844.04,492,67,58,12.6
22310,IVORY KNITTED MUG COSY ,841.79,531,51,29,16.51
22500,SET OF 2 TINS JARDIN DE PROVENCE,840.2,240,85,78,9.88
21065,BOOM BOX SPEAKER GIRLS,839.05,487,40,31,20.98
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,838.5,294,33,27,25.41
23179,CLOCK MAGNET MUM'S KITCHEN,837.88,304,40,36,20.95
22307,GOLD MUG BONE CHINA TREE OF LIFE,835.61,729,61,53,13.7
21695,SMALL SILVER FLOWER CANDLE POT,834.85,283,35,35,23.85
22706,WRAP COWBOYS  ,834.5,2025,68,63,12.27
23099,FRENCH CARRIAGE LANTERN,832.3,128,53,46,15.7
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,832.13,255,64,51,13.0
21399,BLUE POLKADOT COFFEE MUG,830.82,2047,62,50,13.4
23178,JAM CLOCK MAGNET,828.16,306,54,49,15.34
23479,WIRE EGG BASKET ,827.5,110,40,35,20.69
21821,GLITTER STAR GARLAND WITH BELLS ,825.45,223,40,35,20.64
22438,BALLOON ART MAKE YOUR OWN FLOWERS,825.24,900,68,66,12.14
23502,PLAYING CARDS VINTAGE DOILY ,822.73,677,85,78,9.68
23525,BUFFALO BILL WALL ART ,822.72,240,14,14,58.77
22210,WOOD STAMP SET BEST WISHES,822.57,914,142,117,5.79
22761,CHEST 7 DRAWER MA CAMPAGNE,821.3,34,24,21,34.22
22376,AIRLINE BAG VINTAGE JET SET WHITE,820.69,193,82,66,10.01
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,820.5,558,43,38,19.08
23186,FRENCH STYLE STORAGE JAR CAFE ,819.46,1982,70,57,11.71
47580,TEA TIME DES TEA COSY,818.71,330,76,55,10.77
85232D,SET/3 DECOUPAGE STACKING TINS,817.8,172,52,45,15.73
21694,SMALL REGAL  SILVER CANDLEPOT ,817.05,303,20,18,40.85
84968D,SET OF 16 VINTAGE RED CUTLERY,814.92,62,31,27,26.29
21467,CHERRY CROCHET FOOD COVER,813.67,215,78,58,10.43
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,812.51,803,30,26,27.08
23523,TREASURE AHOY WALL ART,810.96,264,15,14,54.06
84849D,HOT BATHS SOAP HOLDER,809.51,479,102,64,7.94
23338,EGG FRYING PAN RED ,807.84,399,90,62,8.98
22093,MOTORING TISSUE BOX,806.76,1828,153,114,5.27
22231,JIGSAW TREE WITH BIRDHOUSE,805.77,857,105,93,7.67
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,805.75,657,81,60,9.95
37340,MULTICOLOUR SPRING FLOWER MUG,803.74,2042,63,59,12.76
21642,ASSORTED TUTTI FRUTTI PEN,801.24,2452,90,79,8.9
79160,HEART SHAPE WIRELESS DOORBELL,798.84,446,48,30,16.64
22679,FRENCH BLUE METAL DOOR SIGN 4,798.07,637,90,54,8.87
22421,LIPSTICK PEN FUSCHIA,795.2,1925,120,80,6.63
20931,BLUE POT PLANT CANDLE ,794.45,263,37,35,21.47
22123,PING MICROWAVE APRON,794.39,443,72,59,11.03
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,793.35,69,17,16,46.67
23472, NINE DRAWER OFFICE TIDY,792.85,55,30,29,26.43
79191C,RETRO PLASTIC ELEPHANT TRAY,792.13,1081,64,56,12.38
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,790.6,268,50,43,15.81
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,790.14,654,31,26,25.49
22262,FELT EGG COSY CHICKEN,788.52,924,90,62,8.76
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,788.04,394,44,38,17.91
22705,WRAP GREEN PEARS ,787.5,1875,73,61,10.79
20846,ZINC HEART LATTICE T-LIGHT HOLDER,785.47,647,62,50,12.67
22190,LOCAL CAFE MUG,785.13,566,52,38,15.1
23380,PACK OF 12 VINTAGE DOILY TISSUES,783.69,2087,92,85,8.52
15044C,PURPLE PAPER PARASOL,782.4,272,60,43,13.04
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,782.0,920,40,32,19.55
23057,BEADED CHANDELIER T-LIGHT HOLDER,778.09,263,30,29,25.94
35648,VINTAGE BEAD PINK PURSE ,776.42,814,60,40,12.94
23220,REINDEER HEART DECORATION GOLD,775.26,930,77,55,10.07
84596G,SMALL CHOCOLATES PINK BOWL,775.02,1662,158,84,4.91
23524,HORSE & PONY WALL ART,774.81,250,16,15,48.43
22270,HAPPY EASTER HANGING DECORATION,773.97,211,42,35,18.43
23004,TRAVEL CARD WALLET PANTRY,773.18,1837,121,71,6.39
22681,FRENCH BLUE METAL DOOR SIGN 6,773.07,617,80,45,9.66
22209,WOOD STAMP SET HAPPY BIRTHDAY,773.06,801,119,99,6.5
22132,RED LOVE HEART SHAPE CUP,772.91,935,83,60,9.31
23409,PHOTO FRAME LINEN AND LACE LARGE,771.72,208,41,39,18.82
85059,FRENCH ENAMEL WATER BASIN,771.21,290,79,62,9.76
20752,BLUE POLKADOT WASHING UP GLOVES,770.7,367,115,91,6.7
